Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Unqualified_Measures_Score,Unqualified_Measures_Explanation,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
M_Defender,$ Defender for OSS DBs ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Microsoft Defender for MariaDB"",""Microsoft Defender for MySQL"",""Microsoft Defender for PostgreSQL""})",,No,,No,,Yes,$ acr,Yes,,"$ Defender for OSS DBs ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Microsoft Defender for MariaDB"",""Microsoft Defender for MySQL"",""Microsoft Defender for PostgreSQL""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Defender for Cosmos DB ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for Azure Cosmos DB"")",,No,,No,,Yes,$ acr,Yes,,"$ Defender for Cosmos DB ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for Azure Cosmos DB"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Defender for APIM ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Defender for APIs"")",,No,,No,,Yes,$ acr,Yes,,"$ Defender for APIM ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Defender for APIs"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'APIM' and 'ACR' are not self-explanatory and could confuse users unfamiliar with the terms.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Storage ACR,"CALCULATE(M_ACR[$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Blob Features""
,""Blob Storage""
,""General Block Blob""
,""General Block Blob v2""
,""General Block Blob v2 Hierarchical Namespace""
,""Premium Block Blob""
,""Premium Block Blob v2 Hierarchical Namespace""
,""Premium Page Blob""
,""Standard Page Blob""
,""Standard Page Blob v2""
,""Azure Data Lake Storage Gen2 Flat Namespace""
,""Files""
,""Files v2""
,""Premium Files""
,""Azure Data Lake Storage Gen2 Hierarchical Namespace""})",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ Storage ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Blob Features""
,""Blob Storage""
,""General Block Blob""
,""General Block Blob v2""
,""General Block Blob v2 Hierarchical Namespace""
,""Premium Block Blob""
,""Premium Block Blob v2 Hierarchical Namespace""
,""Premium Page Blob""
,""Standard Page Blob""
,""Standard Page Blob v2""
,""Azure Data Lake Storage Gen2 Flat Namespace""
,""Files""
,""Files v2""
,""Premium Files""
,""Azure Data Lake Storage Gen2 Hierarchical Namespace""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Containers ACR,"VAR A = CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Kubernetes Service"",""AKS on Azure Stack HCI"",""Container Registry""}))
VAR B = CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Virtual Machines"",""Virtual Machines Licenses""}),FILTER('Distinct ServiceInfluencer','Distinct ServiceInfluencer'[ServiceInfluencer]=""AZURE RED HAT OPENSHIFT""))
RETURN
A + B",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ Containers ACR -> M_Defender + VAR A = CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Kubernetes Service"",""AKS on Azure Stack HCI"",""Container Registry""}))
VAR B = CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Virtual Machines"",""Virtual Machines Licenses""}),FILTER('Distinct ServiceInfluencer','Distinct ServiceInfluencer'[ServiceInfluencer]=""AZURE RED HAT OPENSHIFT""))
RETURN
A + B | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ App Service ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Azure App Service""))",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ App Service ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Azure App Service"")) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ SQL DBs ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""SQL Database"",""SQL Managed Instance""}))",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ SQL DBs ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""SQL Database"",""SQL Managed Instance""})) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ CSPM ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""SQL Database"",""SQL Managed Instance"",""Virtual Machines"",""Storage"",""Azure Database for MariaDB"",""Azure Database for MySQL"",""Azure Database for PostgreSQL"",""Azure Synapse Analytics""}), NOT 'Distinct ServiceLevel4'[ServiceLevel4] in {""Blob Features""
,""Blob Storage""
,""General Block Blob""
,""General Block Blob v2""
,""General Block Blob v2 Hierarchical Namespace""
,""Premium Block Blob""
,""Premium Block Blob v2 Hierarchical Namespace""
,""Premium Page Blob""
,""Standard Page Blob""
,""Standard Page Blob v2""
,""Azure Data Lake Storage Gen2 Flat Namespace""
,""Files""
,""Files v2""
,""Premium Files""
,""Azure Data Lake Storage Gen2 Hierarchical Namespace""})",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ CSPM ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""SQL Database"",""SQL Managed Instance"",""Virtual Machines"",""Storage"",""Azure Database for MariaDB"",""Azure Database for MySQL"",""Azure Database for PostgreSQL"",""Azure Synapse Analytics""}), NOT 'Distinct ServiceLevel4'[ServiceLevel4] in {""Blob Features""
,""Blob Storage""
,""General Block Blob""
,""General Block Blob v2""
,""General Block Blob v2 Hierarchical Namespace""
,""Premium Block Blob""
,""Premium Block Blob v2 Hierarchical Namespace""
,""Premium Page Blob""
,""Standard Page Blob""
,""Standard Page Blob v2""
,""Azure Data Lake Storage Gen2 Flat Namespace""
,""Files""
,""Files v2""
,""Premium Files""
,""Azure Data Lake Storage Gen2 Hierarchical Namespace""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.0,The term 'CSPM' is not self-explanatory even with the context provided.,0.0,"The name does not clearly reflect the calculation, as 'CSPM' is not defined or explained in the context.",0.0,The abbreviation 'CSPM' is not self-explanatory and could confuse users unfamiliar with the term.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ APIM ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""API Management""))",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ APIM ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""API Management"")) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'APIM' and 'ACR' are not self-explanatory and could confuse users unfamiliar with the terms.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ Cosmos DB ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Azure Cosmos DB""))",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ Cosmos DB ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Azure Cosmos DB"")) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,$ OSS DBs ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Database for MariaDB"",""Azure Database for MySQL"",""Azure Database for PostgreSQL""}))",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ OSS DBs ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Database for MariaDB"",""Azure Database for MySQL"",""Azure Database for PostgreSQL""})) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,% Defender for Containers ACR of Total Containers ACR,"VAR Defender = [$ Containers ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for Containers ACR] , [$ Containers ACR])",,No,,Yes,$ defender for containers acr,Yes,"$ containers acr, $ defender for containers acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ defender for containers acr","% Defender for Containers ACR of Total Containers ACR -> M_Defender + VAR Defender = [$ Containers ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for Containers ACR] , [$ Containers ACR]) | REFERENCES: $ Containers ACR -> M_Defender + VAR A = CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Azure Kubernetes Service"",""AKS on Azure Stack HCI"",""Container Registry""}))
VAR B = CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""Virtual Machines"",""Virtual Machines Licenses""}),FILTER('Distinct ServiceInfluencer','Distinct ServiceInfluencer'[ServiceInfluencer]=""AZURE RED HAT OPENSHIFT""))
RETURN
A + B, $ Defender for Containers ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Microsoft Defender for Container Registries"",""Microsoft Defender for Containers"",""Microsoft Defender for Kubernetes""})",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,% Defender for SQL ACR of Total SQL DBs ACR,"VAR Defender = [$ SQL DBs ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for SQL ACR] , [$ SQL DBs ACR])",,No,,Yes,$ defender for sql acr,Yes,"$ defender for sql acr, $ sql dbs acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ defender for sql acr","% Defender for SQL ACR of Total SQL DBs ACR -> M_Defender + VAR Defender = [$ SQL DBs ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for SQL ACR] , [$ SQL DBs ACR]) | REFERENCES: $ Defender for SQL ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for SQL""), $ SQL DBs ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""SQL Database"",""SQL Managed Instance""}))",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,% Defender for App Service ACR of Total App Service ACR,"VAR Defender = [$ App Service ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for App Service ACR] , [$ App Service ACR])",,No,,Yes,$ defender for app service acr,Yes,"$ app service acr, $ defender for app service acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ defender for app service acr","% Defender for App Service ACR of Total App Service ACR -> M_Defender + VAR Defender = [$ App Service ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for App Service ACR] , [$ App Service ACR]) | REFERENCES: $ App Service ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Azure App Service"")), $ Defender for App Service ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for App Service"")",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,% Defender for APIM ACR of Total APIM ACR,"VAR Defender = [$ APIM ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for APIM ACR] , [$ APIM ACR])",,No,,Yes,$ defender for apim acr,Yes,"$ apim acr, $ defender for apim acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ defender for apim acr","% Defender for APIM ACR of Total APIM ACR -> M_Defender + VAR Defender = [$ APIM ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for APIM ACR] , [$ APIM ACR]) | REFERENCES: $ APIM ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""API Management"")), $ Defender for APIM ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Defender for APIs"")",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'APIM' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Defender,% Defender for CSPM ACR of Total CSPM ACR,"VAR Defender = [$ CSPM ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for CSPM ACR] , [$ CSPM ACR])",,No,,Yes,$ defender for cspm acr,Yes,"$ cspm acr, $ defender for cspm acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ defender for cspm acr","% Defender for CSPM ACR of Total CSPM ACR -> M_Defender + VAR Defender = [$ CSPM ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for CSPM ACR] , [$ CSPM ACR]) | REFERENCES: $ CSPM ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2] in {""SQL Database"",""SQL Managed Instance"",""Virtual Machines"",""Storage"",""Azure Database for MariaDB"",""Azure Database for MySQL"",""Azure Database for PostgreSQL"",""Azure Synapse Analytics""}), NOT 'Distinct ServiceLevel4'[ServiceLevel4] in {""Blob Features""
,""Blob Storage""
,""General Block Blob""
,""General Block Blob v2""
,""General Block Blob v2 Hierarchical Namespace""
,""Premium Block Blob""
,""Premium Block Blob v2 Hierarchical Namespace""
,""Premium Page Blob""
,""Standard Page Blob""
,""Standard Page Blob v2""
,""Azure Data Lake Storage Gen2 Flat Namespace""
,""Files""
,""Files v2""
,""Premium Files""
,""Azure Data Lake Storage Gen2 Hierarchical Namespace""}), $ Defender for CSPM ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender CSPM"")",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'CSPM' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
